score,suitability,format,unknown_class_count,missing_model_count,name,path,features,reason,unknown_classes,missing_models
3,不推荐,ui,4,5,kontext NSFW+redux服装迁移工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\kontext服装迁移NSFW？\kontext NSFW+redux服装迁移工作流.json,image_input;prompt,lip、pose、动作、姿势、NSFW/需安全改写,ImageResize+;LayerMask: SegmentAnythingUltra V2;LayerUtility: ImageScaleByAspectRatio V2;ReduxAdvanced,flux1-redux-dev.safetensors;sigclip_vision_patch14_384.safetensors;flux1-kontext-dev-Q5_K_M.gguf;Clothes Remover -Kontext Dev_V1.0.safetensors;Hyper-FLUX.1-dev-8steps-lora.safetensors
3,不推荐,ui,5,3,Flux 角色+姿势一致性.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX控制人物姿势工作流\Flux 角色+姿势一致性.json,image_input;prompt,lip、pose、姿势,Text Concatenate (JPS);TextInput_;easy imageSize;easy imageSplitGrid;easy imagesSplitImage,麦橘超然majicFlus_v1.safetensors;Flux_Union.safetensors;HyperL-F.1-加速器-PAseer_加速FLUX_AcceleratorV3.1.safetensors
3,不推荐,ui,7,0,09_换衣服.json,D:\ComfyUI-Models\comfyui_workflow\10款神级工作流\09_换衣服.json,image_input;prompt,lip、镜头,ImageCrop+;ImageResize+;InpaintCrop;InpaintStitch;LayerMask: SegmentAnythingUltra V2;LayerUtility: ColorImage;easy imageSize,
3,不推荐,ui,10,5,02.人像高清放大.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\8.高清放大类\02.人像高清放大.json,image_input;prompt,wan、wan2、lip、高清,Florence2ModelLoader;Florence2Run;InjectLatentNoise+;LayerUtility: ImageScaleByAspectRatio V2;ShowText|pysssss;TTP_Image_Assy;TTP_Image_Tile_Batch;TTP_Tile_image_size;easy cleanGpuUsed;easy imageBatchToImageList,4x_NMKD-Siax_200k.pth;Wan21_AccVid_T2V_14B_lora_rank32_fp16.safetensors;Wan2_2-T2V-A14B-LOW_fp8_e4m3fn_scaled_KJ.safetensors;umt5-xxl-enc-fp8_e4m3fn.safetensors;wan_2.1_vae_fp8_e4m3fn.safetensors
2,不推荐,ui,0,3,07.Flux_文生图.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\07.Flux_文生图.json,prompt,lip,,flux1-kontext-dev-Q5_K_M.gguf;flux1-dev-fp8-with_clip_vae.safetensors;flux1-dev-fp8.safetensors
2,不推荐,ui,0,4,sd3.5工作流.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\SD3.5工作流（禁止商用）\sd3.5工作流.json,prompt,lip、修复,,sd3.5_large.safetensors;clip_g_sdxl_base.safetensors;clip_l_sdxl_base.safetensors;t5xxl.safetensors
2,不推荐,ui,1,2,14.脸部修复.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\14.脸部修复.json,prompt,lip、修复,UltralyticsDetectorProvider,majicmixRealistic_v7.safetensors;vaeFtMse840000Ema_v10.safetensors
2,不推荐,ui,1,5,06.Flux_Redux_Advanced.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\06.Flux_Redux_Advanced.json,image_input;prompt,lip,ReduxAdvanced,sigclip_vision_patch14_384.safetensors;flux1-redux-dev.safetensors;flux1-dev-fp8.safetensors;flux1-kontext-dev-Q5_K_M.gguf;flux1-dev-fp8-with_clip_vae.safetensors
2,不推荐,ui,1,6,image_qwen_image.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\Qwen-image工作流\工作流\image_qwen_image.json,prompt,wan、lip、修复,MarkdownNote,qwen_image_vae.safetensors;qwen_2.5_vl_7b_fp8_scaled.safetensors;qwen_image_fp8_e4m3fn.safetensors;│   │   └── qwen_image_fp8_e4m3fn.safetensors;│   │   └── qwen_image_vae.safetensors;│       └── qwen_2.5_vl_7b_fp8_scaled.safetensors
2,不推荐,ui,2,3,Flux风格参考工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\flux-redux工作流\Flux风格参考工作流.json,image_input;prompt,lip,ReduxAdvanced;StyleModelApplySimple,flux1-redux-dev.safetensors;sigclip_vision_patch14_384.safetensors;flux1-dev-fp8-774199fce69c.safetensors
2,不推荐,ui,2,10,23.Qwen-一致性多角度写真摄影.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\23.Qwen-一致性多角度写真摄影.json,image_input;prompt,lip、pose、depth,MarkdownNote;easy promptLine,qwen_2.5_vl_7b_fp8_scaled.safetensors;qwen_image_vae.safetensors;│   │   └── qwen_image_edit_2509_fp8_e4m3fn.safetensors;│   │   └── Qwen-Image-Lightning-4steps-V1.0.safetensors;│   │   └── qwen_image_vae.safetensors;│       └── qwen_2.5_vl_7b_fp8_scaled.safetensors;Qwen-Image-Edit-2509-Q4_K_S.gguf;Qwen-Image-Lightning-4steps-V1.0.safetensors;Qwen-Image-Lightning-4steps-V2.0.safetensors;next-scene_lora_v1-3000.safetensors
2,不推荐,ui,3,0,01.反推提示词.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\1.反推提示词\01.反推提示词.json,image_input,wan,Florence2ModelLoader;Florence2Run;Text_Translation_V2_Full,
2,不推荐,ui,3,1,flux-局部重绘-移除对象Lora工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX局部重绘-移除对象\flux-局部重绘-移除对象Lora工作流.json,image_input;prompt,lip,InpaintCrop;InpaintStitch;MaskPreview+,flux1-fill-fp8_v10.safetensors
2,不推荐,ui,3,1,flux-移除LORA工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX局部重绘-移除对象\flux-移除LORA工作流.json,image_input;prompt,lip,LayerMask: MaskPreview;LayerMask: SegmentAnythingUltra V2;Mask Fill Holes,flux1-fill-fp8_v10.safetensors
2,不推荐,ui,3,2,线稿风格上色.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\线稿风格上色\线稿风格上色.json,image_input;prompt,lip、修复,easy negative;easy positive;easy stylesSelector,AWPainting_v1.2 (1).safetensors;control_v11p_sd15_lineart.pth
2,不推荐,ui,4,3,19.图生图高清放大.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\19.图生图高清放大.json,image_input;prompt,wan、lip、depth、修复、高清、NSFW/需安全改写,Fast Groups Muter (rgthree);Florence2DescribeImage|Mie;Florence2ModelLoader|Mie;ShowAnything|Mie,4x-UltraSharp.pth;majicmixRealistic_v7.safetensors;vaeFtMse840000Ema_v10.safetensors
2,不推荐,ui,7,0,Kontext 100种风格转绘.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Kontext转绘的100种应用工作流分享：从痛点到解决方案\工作流\Kontext 100种风格转绘.json,image_input;prompt,lip、pose,Anything Everywhere;CR Text;CR Text Concatenate;Fast Groups Bypasser (rgthree);GetNode;LayerUtility: ImageScaleByAspectRatio V2;SetNode,
1,不推荐,unknown,0,0,config.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\妈生感，超级自然的AI换脸 分享\models\bert-base-uncased\config.json,,修复,,
1,不推荐,unknown,0,0,tokenizer.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\妈生感，超级自然的AI换脸 分享\models\bert-base-uncased\tokenizer.json,,修复,,
1,不推荐,unknown,0,0,tokenizer_config.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\妈生感，超级自然的AI换脸 分享\models\bert-base-uncased\tokenizer_config.json,,修复,,
1,不推荐,unknown,0,0,RUIS_ILLUSTRATION（风景建筑插画）.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\妈生感，超级自然的AI换脸 分享\models\checkpoints\RUIS_ILLUSTRATION（风景建筑插画）.json,,修复,,
1,不推荐,unknown,0,0,anything_inkBase.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\妈生感，超级自然的AI换脸 分享\models\checkpoints\anything_inkBase.json,,修复,,
1,不推荐,unknown,0,0,raRenderArchitectureRender_v30.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\妈生感，超级自然的AI换脸 分享\models\checkpoints\raRenderArchitectureRender_v30.json,,修复,,
1,不推荐,ui,0,4,05.Flux_LoRA_文生图工作流.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\05.Flux_LoRA_文生图工作流.json,prompt,lip,,FLUX.1-dev-LoRA-Vector-Journey.safetensors;flux1-dev-fp8-with_clip_vae.safetensors;flux1-dev-fp8.safetensors;flux1-kontext-dev-Q5_K_M.gguf
1,不推荐,ui,3,2,Flux电商工作流-瑜明.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX万物迁移工作流，电商次世代！(1)\Flux电商工作流-瑜明.json,image_input;prompt,lip,CR Latent Batch Size;Image Blank;LayerUtility: ImageScaleByAspectRatio V2,flux1-redux-dev.safetensors;sigclip_vision_patch14_384.safetensors
1,不推荐,ui,3,2,Flux电商工作流-瑜明.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Fooocus+Flux万物移除工作流\工作流\Flux电商工作流-瑜明.json,image_input;prompt,lip,CR Latent Batch Size;Image Blank;LayerUtility: ImageScaleByAspectRatio V2,flux1-redux-dev.safetensors;sigclip_vision_patch14_384.safetensors
1,不推荐,ui,4,0,04_万物迁移.json,D:\ComfyUI-Models\comfyui_workflow\10款神级工作流\04_万物迁移.json,image_input;prompt,lip,Image Blank;ImageCrop+;LayerUtility: ImageScaleByAspectRatio V2;easy imageSize,
1,不推荐,ui,4,1,ACE_Plus FFT高清化.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\万物迁移大模型 ACE++FFT工作流\工作流\ACE_Plus FFT高清化.json,image_input;prompt,lip、高清,ACEPlusConditioning;ACEPlusFFTProcessor;ACEPlusLoader;MaskPreview+,ace_plus_fft.safetensors
1,不推荐,ui,5,2,241007_MICKMUMPITZ_CHARACTER_SHEET_V03_FLUX_SMPL.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\国外大神Mick工作流\241007_MICKMUMPITZ_CHARACTER_SHEET_V03_FLUX_SMPL.json,image_input;prompt,lip、pose、修复,ExpressionEditor;Fast Groups Muter (rgthree);InstantX Flux Union ControlNet Loader;Simple String;UltralyticsDetectorProvider,flux1-dev-fp8.safetensors;InstantX_flux.safetensors
1,不推荐,ui,8,3,workflow1.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\更艺术更自然IC-Light工作流\workflow1.json,image_input;prompt,video、lip、修复,BRIAAI Matting;ConstrainImage|pysssss;GetImageSize+;ICLightConditioning;ImageResize+;LightSource;LoadAndApplyICLightUnet;MaskPreview+,realisticVisionV51_v51VAE.safetensors;iclight_sd15_fc.safetensors;4x-UltraSharp.pth
1,不推荐,ui,8,6,34.网红孵化器.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\34.网红孵化器.json,image_input;prompt,lip、镜头、表情,CR SDXL Aspect Ratio;Fast Groups Bypasser (rgthree);Florence2ModelLoader;Florence2Run;ReduxAdvanced;ShowText|pysssss;Text Concatenate;Text Multiline,FLUX-dev-lora-AntiBlur.safetensors;flux1-dev-fp8.safetensors;Lovely网红 F.1_V1.safetensors;sigclip_vision_patch14_384.safetensors;flux1-redux-dev.safetensors;AWPortraitCN.safetensors
0,不推荐,unknown,0,0,.index.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\.index.json,,,,
0,不推荐,unknown,0,0,package.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\PS+comfyui电商第二季\SDPPP插件\sd-ppp-1.7.0\package.json,,,,
0,不推荐,unknown,0,0,manifest.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\PS+comfyui电商第二季\SDPPP插件\sd-ppp-1.7.0\plugins\photoshop\manifest.json,,,,
0,不推荐,unknown,0,0,preprocessor_config.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\deepseek+Comfyui文生图工作流（附模型安装方法）\Janus-Pro模型\Janus-Pro-1B\preprocessor_config.json,,,,
0,不推荐,unknown,0,0,processor_config.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\deepseek+Comfyui文生图工作流（附模型安装方法）\Janus-Pro模型\Janus-Pro-1B\processor_config.json,,,,
0,不推荐,unknown,0,0,special_tokens_map.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\deepseek+Comfyui文生图工作流（附模型安装方法）\Janus-Pro模型\Janus-Pro-1B\special_tokens_map.json,,,,
0,不推荐,unknown,0,0,tokenizer_config.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\deepseek+Comfyui文生图工作流（附模型安装方法）\Janus-Pro模型\Janus-Pro-1B\tokenizer_config.json,,,,
0,不推荐,unknown,0,0,preprocessor_config.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\deepseek+Comfyui文生图工作流（附模型安装方法）\Janus-Pro模型\Janus-Pro-7B\preprocessor_config.json,,,,
0,不推荐,unknown,0,0,processor_config.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\deepseek+Comfyui文生图工作流（附模型安装方法）\Janus-Pro模型\Janus-Pro-7B\processor_config.json,,,,
0,不推荐,unknown,0,0,pytorch_model.bin.index.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\deepseek+Comfyui文生图工作流（附模型安装方法）\Janus-Pro模型\Janus-Pro-7B\pytorch_model.bin.index.json,,,,
0,不推荐,unknown,0,0,special_tokens_map.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\deepseek+Comfyui文生图工作流（附模型安装方法）\Janus-Pro模型\Janus-Pro-7B\special_tokens_map.json,,,,
0,不推荐,unknown,0,0,tokenizer_config.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\deepseek+Comfyui文生图工作流（附模型安装方法）\Janus-Pro模型\Janus-Pro-7B\tokenizer_config.json,,,,
0,不推荐,unknown,0,0,DreamShaper XL Turbo_SFW v2 Turbo.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\妈生感，超级自然的AI换脸 分享\models\checkpoints\DreamShaper XL Turbo_SFW v2 Turbo.json,,pose、修复、NSFW/需安全改写,,
0,不推荐,ui,2,1,PS-FLUX1-小红书追求极致超逼真亚洲美女.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\PS+comfyui电商第二季\工作流\PS-FLUX1-小红书追求极致超逼真亚洲美女.json,prompt,lip,Get Image From Photoshop Layer;Send Images To Photoshop,FLUX1大模型-追求极致超逼真亚洲美女_FLUX亚洲超逼真美女V1.safetensors
0,不推荐,ui,4,1,Kontext 风格转换.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Kontext LoRA风格转绘\工作流\Kontext 风格转换.json,image_input;prompt,lip,Fast Groups Bypasser (rgthree);GetNode;LayerUtility: ImageScaleByAspectRatio V2;SetNode,吉卜力_Studio Ghibli style_v2.safetensors
0,不推荐,ui,4,1,ACE_Plus FFT换装.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\万物迁移大模型 ACE++FFT工作流\工作流\ACE_Plus FFT换装.json,image_input;prompt,lip,ACEPlusConditioning;ACEPlusFFTProcessor;ACEPlusLoader;MaskPreview+,ace_plus_fft.safetensors
0,不推荐,ui,4,2,09.破损老照片修复.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\09.破损老照片修复.json,image_input,lip、depth、修复,ImageResize+;easy a1111Loader;easy fullkSampler;easy pipeOut,CN-anytest_v4-marged.safetensors;DreamShaper XL v2.1 Turbo 闪电_v2.1 Turbo.safetensors
0,不推荐,ui,4,2,换装换产品电商工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\flux换装试衣工作流\换装换产品电商工作流.json,image_input;prompt,lip、修复,ImageResize+;InpaintCrop;InpaintStitch;UltralyticsDetectorProvider,sigclip_vision_patch14_384.safetensors;flux1-redux-dev.safetensors
0,不推荐,ui,4,3,Flux-tile放大工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux-tile放大工作流，图生图鱼三重放大高清修复\Flux-tile放大工作流.json,image_input;prompt,lip、修复、高清,TTP_Image_Assy;TTP_Image_Tile_Batch;TTP_Tile_image_size;easy imageBatchToImageList,Flux Dev模型4步出图lora_Flux Dev模型4步出图lora_Flux Dev 4-step.safetensors;flux1-dev-fp8-774199fce69c.safetensors;2xNomosUni_span_multijpg_ldl.safetensors
0,不推荐,ui,4,4,Nunchaku-Flux深度控制加LORA超级加速.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\nankucha工作流+文档\工作流\Nunchaku-Flux深度控制加LORA超级加速.json,image_input;prompt,lip、depth、修复,DepthAnything_V2;DownloadAndLoadDepthAnythingV2Model;NunchakuFluxDiTLoader;NunchakuFluxLoraLoader,Flux_Union.safetensors;depth_anything_v2_vitl_fp32.safetensors;studiochatgpt-ghibli-v1.safetensors;Anim_ation_210811.safetensors
0,不推荐,ui,5,0,02_高清放大.json,D:\ComfyUI-Models\comfyui_workflow\10款神级工作流\02_高清放大.json,image_input;prompt,lip、高清,TTP_Image_Assy;TTP_Image_Tile_Batch;TTP_Tile_image_size;easy imageBatchToImageList;easy imageListToImageBatch,
0,不推荐,ui,7,0,face swap V1.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\妈生感，超级自然的AI换脸 分享\face swap V1.json,image_input;prompt,lip、修复,ApplyInstantIDAdvanced;GroundingDinoModelLoader (segment anything);GroundingDinoSAMSegment (segment anything);InstantIDFaceAnalysis;InstantIDModelLoader;KSampler (Efficient);SAMModelLoader (segment anything),
0,不推荐,ui,9,0,Epicrealismxl+Flux换脸工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Epicrealismxl+Flux换脸工作流\Epicrealismxl+Flux换脸工作流.json,image_input;prompt,lip、修复,ApplyInstantID;CropFaces;DetectFaces;InstantIDFaceAnalysis;InstantIDModelLoader;MaskFastGrow;MaskPreview+;WarpFacesBack;easy imageColorMatch,
0,不推荐,ui,14,2,03_物体去除.json,D:\ComfyUI-Models\comfyui_workflow\10款神级工作流\03_物体去除.json,image_input;prompt,lip、depth、canny,GetNode;INPAINT_ApplyFooocusInpaint;INPAINT_InpaintWithModel;INPAINT_LoadFooocusInpaint;INPAINT_LoadInpaintModel;INPAINT_VAEEncodeInpaintConditioning;ImageResize;InpaintCrop;InpaintStitch;JanusImageUnderstanding;JanusModelLoader;Mask Fill Holes;SetNode;ShowText|pysssss,depth_anything_v2_vitl.pth;fooocus_inpaint_head.pth
-1,不推荐,ui,1,4,37.Qwen-Image-10步蒸馏-Q版3D人物.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\37.Qwen-Image-10步蒸馏-Q版3D人物.json,prompt,lip,MarkdownNote,qwen_image_distill_full_fp8_e4m3fn.safetensors;Qwen-Image-Edit-2509_fp8_e4m3fn.safetensors;qwen_2.5_vl_7b_fp8_scaled.safetensors;qwen_image_vae.safetensors
-1,不推荐,ui,2,2,18.文生图Nunchaku-flux.1-dev.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\18.文生图Nunchaku-flux.1-dev.json,prompt,lip,NunchakuFluxDiTLoader;NunchakuTextEncoderLoaderV2,awq-int4-flux.1-t5xxl.safetensors;svdq-int4_flux.1-dev.safetensors
-1,不推荐,ui,2,6,22.证件照快速生成.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\22.证件照快速生成.json,image_input;prompt,lip,TextEncodeQwenImageEditPlus_lrzjason;Textbox,qwen_image_edit_fp8_e4m3fn.safetensors;Qwen-Image-Edit-2509_fp8_e4m3fn.safetensors;Qwen-Image-Lightning-4steps-V1.0.safetensors;Qwen-Image-Edit-Lightning-8steps-V1.0.safetensors;qwen_2.5_vl_7b_fp8_scaled.safetensors;qwen_image_vae.safetensors
-1,不推荐,ui,4,1,flux去除AI味道丨噪波注入.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX消除AI感（B站）\工作流\flux去除AI味道丨噪波注入.json,prompt,ltx、lip,CR SDXL Aspect Ratio;ImageSmartSharpen+;InjectLatentNoise+;LayerUtility: PurgeVRAM,flux1-dev-fp8-774199fce69c.safetensors
-1,不推荐,ui,4,3,241007_MICKMUMPITZ_CHARACTER_SHEET_V03_SDXL_SMPL.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\国外大神Mick工作流\241007_MICKMUMPITZ_CHARACTER_SHEET_V03_SDXL_SMPL.json,image_input;prompt,lip、pose、canny、修复、NSFW/需安全改写,ExpressionEditor;Fast Groups Muter (rgthree);Simple String;UltralyticsDetectorProvider,OpenPoseXL2.safetensors;wildcardxXLTURBO_wildcardxXLTURBOV10.safetensors;SDXL1.0_Essenz-series-by-AI_Characters_Style_NausicaäOfTheValleyOfTheWindHayaoMyazaki-v1.2.safetensors
-1,不推荐,ui,9,0,万物迁移 高适配度 不挑图片 电商场景应用.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\flux换装试衣工作流\万物迁移 高适配度 不挑图片 电商场景应用.json,image_input;prompt,lip,BackgroundScaler;GetNode;InpaintCrop;InpaintStitch;LayerMask: BiRefNetUltra;LayerMask: SegmentAnythingUltra V2;LayerUtility: ImageScaleByAspectRatio V2;SetNode;easy imageInsetCrop,
-1,不推荐,ui,13,0,10_产品精修.json,D:\ComfyUI-Models\comfyui_workflow\10款神级工作流\10_产品精修.json,image_input;prompt,lip,FluxDeGuidance;FluxForwardODESampler;FluxReverseODESampler;GetNode;InFluxModelSamplingPred;Joy_caption_two;Joy_caption_two_load;LayerColor: Brightness & Contrast;LayerUtility: ImageScaleByAspectRatio V2;OutFluxModelSamplingPred;SetNode;easy hiresFix;easy imageSize,
-1,不推荐,ui,14,5,小红书 抖音 快手 仿稿洗稿工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux小红书营销号换图大法(1)\小红书 抖音 快手 仿稿洗稿工作流.json,image_input;prompt,lip、pose、depth,CR Latent Batch Size;ConstrainImage|pysssss;Florence2ModelLoader;Florence2Run;LayerFilter: AddGrain;LayerFilter: FilmV2;LayerFilter: HDREffects;LayerFilter: MotionBlur;LayerUtility: TextJoin;PortraitMaster;PortraitMasterMakeup;PortraitMasterSkinDetails;PortraitMasterStylePose;ShowText|pysssss,depth_anything_v2_vitl.pth;flux1-redux-dev.safetensors;sigclip_vision_patch14_384.safetensors;麦橘超然majicFlus_v1.safetensors;苏-FLUX皮肤细节增强去伪存真_v1.0.safetensors
-2,不推荐,ui,1,2,17.Flux.1 Krea -去除AI化真实化.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\17.Flux.1 Krea -去除AI化真实化.json,prompt,lip、修复、NSFW/需安全改写,Fast Groups Muter (rgthree),flux1-krea-dev-Q5_K_S.gguf;4x-UltraSharp.pth
-2,不推荐,ui,1,3,13.文生图高清放大.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\13.文生图高清放大.json,prompt,lip、修复、高清、NSFW/需安全改写,Fast Groups Muter (rgthree),majicmixRealistic_v7.safetensors;vaeFtMse840000Ema_v10.safetensors;4x-UltraSharp.pth
-2,不推荐,ui,3,0,15人物换装CatVTON.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\15人物换装CatVTON.json,image_input,,CatVTONWrapper;LayerMask: HumanPartsUltra;LayerMask: MaskPreview,
-2,不推荐,ui,3,0,18.词云.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\18.词云.json,image_input,,ComfyWordCloud;LayerMask: SegmentAnythingUltra V2;MaskPreview+,
-2,不推荐,ui,3,1,16.中文字体.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\16.中文字体.json,prompt,lip,LayerStyle: Stroke V2;LayerUtility: TextImage V2;Text_Translation_V2_Full,flux1-kontext-dev_fp8_scaled.safetensors
-2,不推荐,ui,4,3,29.Nunchaku-fill.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\29.Nunchaku-fill.json,image_input;prompt,lip,MarkdownNote;NunchakuFluxDiTLoader;NunchakuFluxLoraLoader;NunchakuTextEncoderLoaderV2,svdq-int4_flux.1-dev.safetensors;svdq-int4-flux.1-fill-dev.safetensors;awq-int4-flux.1-t5xxl.safetensors
-2,不推荐,ui,5,2,真人与动漫角色合影.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\真人变动漫工作流\真人与动漫角色合影.json,image_input;prompt,lip、修复,CR Latent Batch Size;Image Blank;ImageCrop+;LayerUtility: ImageScaleByAspectRatio V2;easy imageSize,flux1-redux-dev.safetensors;sigclip_vision_patch14_384.safetensors
-2,不推荐,ui,5,5,分别控制脸+服饰+动作，工作流.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\火锅的工作流都在这里面\分别控制脸+服饰+动作，工作流.json,image_input;prompt,lip、pose、动作、修复、NSFW/需安全改写,CheckpointLoader|pysssss;ControlNetLoaderAdvanced;IPAdapterApply;ReActorFaceSwap;UltralyticsDetectorProvider,ip-adapter-plus_sd15.bin;4x-UltraSharp.pth;majicmixRealistic_v7.safetensors;control_v11p_sd15_openpose_fp16.safetensors;GFPGANv1.4.pth
-2,不推荐,ui,6,2,线稿风格上色v2.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\线稿风格上色\线稿风格上色v2.json,image_input;prompt,lip、修复,CheckpointLoader|pysssss;Image scale to side;ReroutePrimitive|pysssss;easy negative;easy positive;easy stylesSelector,control_v11p_sd15_lineart.pth;AWPainting_v1.2 (1).safetensors
-2,不推荐,ui,8,1,27.Kontext-多图拼合流程.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\27.Kontext-多图拼合流程.json,image_input;prompt,lip,Compositor3;CompositorConfig3;CompositorTools3;Image Resize;KSamplerWithNAG;LayerMask: LoadSegmentAnythingModels;LayerMask: SegmentAnythingUltra V3;MarkdownNote,flux1-kontext-dev_fp8_scaled.safetensors
-2,不推荐,ui,9,1,04.seedVR2图片万物高清放大-好用.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\8.高清放大类\04.seedVR2图片万物高清放大-好用.json,image_input,video、高清,DF_Integer;Get Image Size;ImageCASharpening+;ImageResize+;SeedVR2;SimpleMath+;TTP_Image_Assy;TTP_Image_Tile_Batch;easy cleanGpuUsed,seedvr2_ema_3b_fp8_e4m3fn.safetensors
